DateTime,name,value
2019-01-01T01:00:00.0,gen-1767,-0.0
2019-01-01T00:00:00.0,gen-669,1.0
2019-01-01T01:00:00.0,gen-669,-0.0
2019-01-01T00:00:00.0,gen-709,1.0
2019-01-01T01:00:00.0,gen-709,-0.0
2019-01-01T00:00:00.0,gen-1480,1.0
2019-01-01T01:00:00.0,gen-1480,-0.0
2019-01-01T00:00:00.0,gen-929,1.0
2019-01-01T01:00:00.0,gen-929,-0.0
2019-01-01T00:00:00.0,gen-636,1.0
2019-01-01T01:00:00.0,gen-636,-0.0
2019-01-01T00:00:00.0,gen-1485,1.0
2019-01-01T01:00:00.0,gen-1485,-0.0
2019-01-01T00:00:00.0,gen-1436,1.0
2019-01-01T01:00:00.0,gen-1436,-0.0
2019-01-01T00:00:00.0,gen-468,1.0
2019-01-01T01:00:00.0,gen-468,-0.0
2019-01-01T00:00:00.0,gen-581,1.0
2019-01-01T01:00:00.0,gen-581,-0.0
2019-01-01T00:00:00.0,gen-644,1.0
2019-01-01T01:00:00.0,gen-644,-0.0
2019-01-01T00:00:00.0,gen-642,1.0
2019-01-01T01:00:00.0,gen-642,-0.0
2019-01-01T00:00:00.0,gen-1676,1.0
2019-01-01T01:00:00.0,gen-1676,-0.0
2019-01-01T00:00:00.0,gen-213,1.0
2019-01-01T01:00:00.0,gen-213,-0.0
2019-01-01T00:00:00.0,gen-1811,1.0
2019-01-01T01:00:00.0,gen-1811,-0.0
2019-01-01T00:00:00.0,gen-1259,1.0
2019-01-01T01:00:00.0,gen-1259,-0.0
2019-01-01T00:00:00.0,gen-1622,1.0
2019-01-01T01:00:00.0,gen-1622,-0.0
2019-01-01T00:00:00.0,gen-661,1.0
2019-01-01T01:00:00.0,gen-661,-0.0
2019-01-01T00:00:00.0,gen-720,1.0
2019-01-01T01:00:00.0,gen-720,-0.0
2019-01-01T00:00:00.0,gen-476,1.0
2019-01-01T01:00:00.0,gen-476,-0.0
2019-01-01T00:00:00.0,gen-1406,1.0
2019-01-01T01:00:00.0,gen-1406,-0.0
2019-01-01T00:00:00.0,gen-225,1.0
2019-01-01T01:00:00.0,gen-225,-0.0
2019-01-01T00:00:00.0,gen-1013,1.0
2019-01-01T01:00:00.0,gen-1013,-0.0
2019-01-01T00:00:00.0,gen-408,1.0
2019-01-01T01:00:00.0,gen-408,-0.0
2019-01-01T00:00:00.0,gen-1368,1.0
2019-01-01T01:00:00.0,gen-1368,-0.0
2019-01-01T00:00:00.0,gen-1437,1.0
2019-01-01T01:00:00.0,gen-1437,-0.0
2019-01-01T00:00:00.0,gen-398,1.0
2019-01-01T01:00:00.0,gen-398,-0.0
2019-01-01T00:00:00.0,gen-1875,1.0
2019-01-01T01:00:00.0,gen-1875,-0.0
2019-01-01T00:00:00.0,gen-457,1.0
2019-01-01T01:00:00.0,gen-457,-0.0
2019-01-01T00:00:00.0,gen-903,1.0
2019-01-01T01:00:00.0,gen-903,-0.0
2019-01-01T00:00:00.0,gen-1065,1.0
2019-01-01T01:00:00.0,gen-1065,-0.0
2019-01-01T00:00:00.0,gen-204,1.0
2019-01-01T01:00:00.0,gen-204,-0.0
2019-01-01T00:00:00.0,gen-521,0.0
2019-01-01T01:00:00.0,gen-521,0.0
2019-01-01T00:00:00.0,gen-863,1.0
2019-01-01T01:00:00.0,gen-863,-0.0
2019-01-01T00:00:00.0,gen-166,1.0
2019-01-01T01:00:00.0,gen-166,-0.0
2019-01-01T00:00:00.0,gen-2000,1.0
2019-01-01T01:00:00.0,gen-2000,-0.0
2019-01-01T00:00:00.0,gen-817,1.0
2019-01-01T01:00:00.0,gen-817,-0.0
2019-01-01T00:00:00.0,gen-947,1.0
2019-01-01T01:00:00.0,gen-947,-0.0
2019-01-01T00:00:00.0,gen-504,0.0
2019-01-01T01:00:00.0,gen-504,0.0
2019-01-01T00:00:00.0,gen-364,1.0
2019-01-01T01:00:00.0,gen-364,-0.0
